"method","objective","kkt_residual","solver_median_sec","raw_block_norm_min","raw_block_norm_max","raw_block_norm_cv"
"CoPro_coordinate",2171.92790011099,3.07636940044295e-09,0.0409999999999968,NA,NA,NA
"block_eigen_then_block_normalize",2170.11576736715,0.0387692355289708,0.00199999999999534,0.235660031348589,0.687522348891302,0.485748522657789
"block_eigen_then_CoPro_refine",2171.92790011099,1.58833035293529e-09,0.0259999999999962,0.235660031348589,0.687522348891302,0.485748522657789
